Sheet by Hematite based on 1.1 data provided by @Kaphotics!,,,,,,,,,,,,,,,,,,,,
Pokémon,,Sticker,Lv,Ability,,Item,Moves,Nature,EVs,,,,,,IVs,,,,,
,Abra,,6,Synchronize,,,Charge Beam,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 268,,Beauty Cyndy,,,,,,,,,,,,,,,,,
,Glameow,,23,Own Tempo,,,Scratch / Growl / Aerial Ace / Fury Swipes,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 269,,Beauty Lindsay,,,,,,,,,,,,,,,,,
,Roselia,,17,Poison Point,,,Toxic / Leech Seed / Mega Drain,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 270,,Youngster Dallas,,,,,,,,,,,,,,,,,
,Kricketot,,7,Shed Skin,,,Growl / Pound / Struggle Bug,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 271,,Youngster Sebastian,,,,,,,,,,,,,,,,,
,Machop,,7,Guts,,,Low Kick / Leer / Focus Energy,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 272,,Youngster Donny,,,,,,,,,,,,,,,,,
,Gastly,,27,Levitate,,,Lick / Mean Look / Payback / Hex,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Haunter,,29,Levitate,,,Shadow Punch / Lick / Mean Look / Hex,Modest,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 273,,Tuber Trenton,,,,,,,,,,,,,,,,,
,Shellos,,29,Storm Drain,,,Mud-Slap / Harden / Recover / Water Pulse,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Shellos,,29,Storm Drain,,,Recover / Water Pulse / Ancient Power / Body Slam,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 274,,Tuber Conner,,,,,,,,,,,,,,,,,
,Remoraid,,43,Sniper,,,Focus Energy / Bullet Seed / Hydro Pump / Soak,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 275,,Tuber Mariel,,,,,,,,,,,,,,,,,
,Marill,,29,Thick Fat,,,Charm / Aqua Tail / Aqua Ring / Rain Dance,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Marill,,29,Thick Fat,,,Slam / Bounce / Aqua Tail / Play Rough,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 276,,Tuber Holly,,,,,,,,,,,,,,,,,
,Remoraid,,43,Hustle,,,Lock-On / Bullet Seed / Ice Beam / Hydro Pump,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 277,,Veteran Armando,,,,,,,,,,,,,,,,,
,Staravia,,52,Intimidate,,,Brave Bird / Take Down / Quick Attack / U-turn,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Pelipper,,53,Drizzle,,,Stockpile / Air Slash / Roost / Water Pulse,Modest,0,0,0,0,0,0,0,0,0,0,0,0
,Golbat,,54,Inner Focus,,,Poison Fang / Bite / Astonish / Supersonic,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 278,,Waitress Kati,,,,,,,,,,,,,,,,,
,Clefairy,,22,Cute Charm,,,Sweet Kiss / Charm / Growl / Metronome,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 279,,Worker Gerardo,,,,,,,,,,,,,,,,,
,Onix,,29,Rock Head,,,Smack Down / Iron Tail / Sandstorm / Bulldoze,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Onix,,29,Rock Head,,,Rock Tomb / Rest / Sleep Talk / Iron Tail,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 280,,Interviewers Roxy,,,,,,,,,,,,,,,,,
,Wooper,,17,Water Absorb,,,Water Gun / Rain Dance / Mud Shot / Mist,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 281,,Interviewers Oli,,,,,,,,,,,,,,,,,
,Marill,,17,Thick Fat,,,Bubble Beam / Charm / Slam / Bounce,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 282,,Cameraman Tevin,,,,,,,,,,,,,,,,,
,Pachirisu,,17,Pickup,,,Charm / Quick Attack / Spark / Endure,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 283,,Reporter Kinsey,,,,,,,,,,,,,,,,,
,Chatot,,17,Keen Eye,,,Hyper Voice / Taunt / Growl / Sing,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 284,,Idol Grace,,,,,,,,,,,,,,,,,
,Pikachu,,15,Static,,,Nuzzle / Charm / Thunder Shock / Quick Attack,Careful,0,0,0,0,0,0,0,0,0,0,0,0
,Clefairy,,15,Cute Charm,,,Sing / Disarming Voice / Encore / Charm,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 285,,Battle Girl Tylor,,,,,,,,,,,,,,,,,
,Medicham,,34,Pure Power,,,Thunder Punch / Ice Punch / Psybeam / Acupressure,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 286,,Bird Keeper Autumn,,,,,,,,,,,,,,,,,
,Murkrow,,53,Insomnia,,,Assurance / Taunt / Air Cutter / Tailwind,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Honchkrow,,57,Insomnia,,,Astonish / Wing Attack / Swagger / Foul Play,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 287,,Camper Zackary,,,,,,,,,,,,,,,,,
,Geodude,,14,Rock Head,,,Tackle / Defense Curl / Sandstorm / Rollout,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 288,,Camper Lawrence,,,,,,,,,,,,,,,,,
,Luxio,,31,Intimidate,,,Thunder Shock / Charge / Spark / Volt Switch,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Stunky,,31,Stench,,,Focus Energy / Venoshock / Toxic / Sucker Punch,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 289,,Camper Diego,,,,,,,,,,,,,,,,,
,Cascoon,,13,Shed Skin,,,Tackle / String Shot / Poison Sting / Harden,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Dustox,,17,Shield Dust,,,Gust / Confusion / Poison Powder / Moonlight,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 290,,Camper Parker,,,,,,,,,,,,,,,,,
,Buizel,,15,Swift Swim,,,Growl / Tail Whip / Quick Attack / Water Gun,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Shinx,,15,Intimidate,,,Leer / Thunder Shock / Charge / Bite,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 291,,Collector Dominique,,,,,,,,,,,,,,,,,
,Geodude,,18,Rock Head,,,Tackle / Sandstorm / Harden / Smack Down,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Geodude,,17,Rock Head,,,Defense Curl / Sandstorm / Rollout / Rock Throw,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Geodude,,19,Rock Head,,,Defense Curl / Sandstorm / Rollout / Smack Down,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 292,,Collector Jamal,,,,,,,,,,,,,,,,,
,Buizel,,21,Swift Swim,,,Growl / Tail Whip / Water Gun / Bite,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Buizel,,21,Swift Swim,,,Tail Whip / Water Gun / Bite / Swift,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Buizel,,24,Swift Swim,,,Tail Whip / Bite / Swift / Aqua Jet,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 293,,Collector Terry,,,,,,,,,,,,,,,,,
,Gastly,,12,Levitate,,,Lick / Confuse Ray / Mean Look / Payback,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Gastly,,13,Levitate,,,Lick / Confuse Ray / Mean Look / Payback,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Gastly,,17,Levitate,,,Lick / Confuse Ray / Payback / Spite,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 294,,Dragon Tamer Joe,,,,,,,,,,,,,,,,,
,Gabite,,56,Sand Veil,,,Sand Tomb / Bite / Dragon Claw / Dig,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Gyarados,,56,Intimidate,,,Ice Fang / Waterfall / Crunch / Dragon Dance,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 295,,Ace Trainer Jonah,,,,,,,,,,,,,,,,,
,Ponyta,,31,Run Away,,,Tail Whip / Agility / Flame Wheel / Stomp,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Haunter,,31,Levitate,,,Shadow Punch / Confuse Ray / Mean Look / Payback,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Floatzel,,34,Swift Swim,,,Tail Whip / Bite / Swift / Aqua Jet,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 296,,Ace Trainer Micah,,,,,,,,,,,,,,,,,
,Bibarel,,54,Simple,,,Aqua Jet / Crunch / Swords Dance / Superpower,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Rapidash,,54,Run Away,,,Smart Strike / Flame Wheel / Fire Spin / Inferno,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Beautifly,,54,Swarm,,,Stun Spore / Air Cutter / Bug Buzz / Quiver Dance,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 297,,Ace Trainer Arthur,,,,,,,,,,,,,,,,,
,Raichu,,55,Static,,,Thunder Punch / Nuzzle / Light Screen / Quick Attack,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Gastrodon,,55,Storm Drain,,,Recover / Body Slam / Muddy Water / Earth Power,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 298,,Ace Trainer Brenda,,,,,,,,,,,,,,,,,
,Pelipper,,33,Keen Eye,,,Air Slash / Tailwind / Water Pulse / Stockpile,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Sudowoodo,,33,Rock Head,,,Wood Hammer / Tearful Look / Sucker Punch / Rock Slide,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 299,,Ace Trainer Brandi,,,,,,,,,,,,,,,,,
,Pachirisu,,54,Pickup,,,Charm / Nuzzle / Swift / Super Fang,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Azumarill,,54,Thick Fat,,,Charm / Aqua Tail / Play Rough / Superpower,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Blissey,,54,Serene Grace,,,Disarming Voice / Life Dew / Light Screen / Last Resort,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 300,,Ace Trainer Clarice,,,,,,,,,,,,,,,,,
,Lopunny,,54,Cute Charm,,,Charm / Baton Pass / Headbutt / Agility,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Pelipper,,54,Drizzle,,,Tailwind / Wing Attack / Water Pulse / Mist,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Quagsire,,54,Water Absorb,,,Rain Dance / Muddy Water / Toxic / Earthquake,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 301,,Psychic Kody,,,,,,,,,,,,,,,,,
,Meditite,,15,Pure Power,,,Low Kick / Confusion / Detect / Feint,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 302,,Psychic Landon,,,,,,,,,,,,,,,,,
,Mr. Mime,,56,Soundproof,,,Reflect / Dazzling Gleam / Psychic / Teeter Dance,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 303,,Psychic Deandre,,,,,,,,,,,,,,,,,
,Girafarig,,56,Inner Focus,,,Stomp / Agility / Zen Headbutt / Crunch,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 304,,Psychic Rachael,,,,,,,,,,,,,,,,,
,Psyduck,,15,Damp,,,Tail Whip / Confusion / Fury Swipes / Water Pulse,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 305,,Psychic Desiree,,,,,,,,,,,,,,,,,
,Kadabra,,54,Inner Focus,,,Ally Switch / Psyshock / Psychic / Reflect,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Kadabra,,54,Synchronize,,,Recover / Psyshock / Future Sight / Calm Mind,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 306,,Psychic Kendra,,,,,,,,,,,,,,,,,
,Chingling,,53,Levitate,,,Wrap / Growl / Confusion / Yawn,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Chimecho,,55,Levitate,,,Light Screen / Heal Pulse / Heal Bell / Psychic,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 307,,Fisher Walter,,,,,,,,,,,,,,,,,
,Barboach,,26,Oblivious,,,Mud-Slap / Water Pulse / Aqua Tail / Bulldoze,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 308,,Team Galactic Boss Cyrus,,,,,,,,,,,,,,,,,
,Murkrow,,40,Insomnia,,,Wing Attack / Night Shade / Assurance / Taunt,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Golbat,,40,Inner Focus,,,Screech / Poison Fang / Air Cutter / Bite,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Sneasel,,43,,Keen Eye,Sitrus Berry,Metal Claw / Icy Wind / Hone Claws / Beat Up,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Trainer ID 309,,Team Galactic Boss Cyrus,,,,,,,,,,,,,,,,,
,Honchkrow,,45,,Super Luck,Scope Lens,Air Cutter / Night Slash / Steel Wing / Defog,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Crobat,,46,,Infiltrator,Quick Claw,Cross Poison / Tailwind / Air Cutter / U-turn,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Gyarados,,45,,Intimidate,Wacan Berry,Ice Fang / Waterfall / Crunch / Earthquake,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Weavile,,48,,Pickpocket,Chople Berry,Metal Claw / Fling / Dig / Aerial Ace,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Trainer ID 310,,Commander Mars,,,,,,,,,,,,,,,,,
,Golbat,,37,Inner Focus,,,Astonish / Poison Fang / Bite / U-turn,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Bronzor,,37,Levitate,,,Confuse Ray / Payback / Gyro Ball / Iron Defense,Sassy,68,0,68,0,68,0,15,0,15,0,15,0
,Purugly,,39,,Thick Fat,Sitrus Berry,Growl / Aerial Ace / Slash / U-turn,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Trainer ID 311,,Commander Jupiter,,,,,,,,,,,,,,,,,
,Zubat,,18,Inner Focus,,,Absorb / Supersonic / Mean Look / Poison Fang,Modest,68,0,68,0,68,0,15,0,15,0,15,0
,Skuntank,,20,,Aftermath,Sitrus Berry,Flamethrower / Poison Gas / Acid Spray / Snarl,Modest,68,0,68,0,68,0,15,0,15,0,15,0
,Trainer ID 312,,Commander Jupiter,,,,,,,,,,,,,,,,,
,Bronzor,,41,Levitate,,,Confuse Ray / Payback / Extrasensory / Light Screen,Relaxed,68,0,68,0,68,0,15,0,15,0,15,0
,Golbat,,41,Inner Focus,,,Air Cutter / Haze / Giga Drain / Sludge Bomb,Modest,68,0,68,0,68,0,15,0,15,0,15,0
,Skuntank,,46,,Aftermath,Sitrus Berry,Flamethrower / Poison Gas / Belch / Snarl,Modest,68,0,68,0,68,0,15,0,15,0,15,0
,Trainer ID 313,,Commander Saturn,,,,,,,,,,,,,,,,,
,Kadabra,,35,,Inner Focus,Damp Rock,Kinesis / Reflect / Psychic / Rain Dance,Timid,68,0,68,0,68,0,15,0,15,0,15,0
,Bronzor,,35,Levitate,,,Confuse Ray / Payback / Gyro Ball / Extrasensory,Relaxed,68,0,68,0,68,0,15,0,15,0,15,0
,Toxicroak,,37,Dry Skin,,,Mud-Slap / Revenge / Toxic / Thief,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Trainer ID 314,,Commander Saturn,,,,,,,,,,,,,,,,,
,Kadabra,,38,,Inner Focus,Damp Rock,Kinesis / Reflect / Psychic / Rain Dance,Timid,68,0,68,0,68,0,15,0,15,0,15,0
,Bronzor,,38,Levitate,,,Confuse Ray / Payback / Gyro Ball / Extrasensory,Relaxed,68,0,68,0,68,0,15,0,15,0,15,0
,Toxicroak,,40,Dry Skin,,,Mud-Slap / Toxic / Thief / Brick Break,Jolly,68,0,68,0,68,0,15,0,15,0,15,0
,Trainer ID 315,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Wurmple,,13,Shield Dust,,,Tackle / String Shot / Poison Sting,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Cascoon,,13,Shed Skin,,,Tackle / String Shot / Poison Sting / Harden,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 316,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Wurmple,,13,Shield Dust,,,Tackle / String Shot / Poison Sting,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Zubat,,13,Inner Focus,,,Absorb / Supersonic / Astonish / Mean Look,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 317,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Zubat,,9,Inner Focus,,,Absorb / Supersonic / Astonish,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 318,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Wurmple,,9,Shield Dust,,,Tackle / String Shot / Poison Sting,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 319,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Beautifly,,25,Swarm,,,Gust / Stun Spore / Air Cutter / Leech Life,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Croagunk,,27,Anticipation,,,Mud-Slap / Taunt / Revenge / Sucker Punch,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 320,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Golbat,,32,Inner Focus,,,Screech / Astonish / Poison Fang / Air Cutter,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Croagunk,,36,Anticipation,,,Revenge / Venoshock / Sucker Punch / Toxic,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 321,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Croagunk,,34,Anticipation,,,Taunt / Revenge / Sucker Punch / Poison Jab,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Dustox,,31,Shield Dust,,,Poison Powder / Venoshock / Leech Life / Light Screen,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Beautifly,,31,Swarm,,,Air Cutter / Mega Drain / Leech Life / Attract,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 322,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Glameow,,33,Limber,,,Growl / Aerial Ace / Fury Swipes / Retaliate,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Stunky,,32,Aftermath,,,Poison Gas / Bite / Venoshock / Sucker Punch,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Glameow,,32,Limber,,,Growl / Aerial Ace / Fury Swipes / Retaliate,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 323,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Stunky,,32,--,,,--,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Glameow,,32,--,,,--,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 324,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Zubat,,14,Inner Focus,,,Absorb / Supersonic / Astonish / Mean Look,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Glameow,,14,Own Tempo,,,Fake Out / Scratch / Growl / Hypnosis,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 325,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Silcoon,,15,Shed Skin,,,Tackle / String Shot / Poison Sting / Harden,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 326,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Wurmple,,12,Shield Dust,,,Tackle / String Shot / Poison Sting,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Silcoon,,12,Shed Skin,,,Tackle / String Shot / Poison Sting / Harden,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Zubat,,12,Inner Focus,,,Absorb / Supersonic / Astonish / Mean Look,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 327,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Glameow,,33,Own Tempo,,,Aerial Ace / Fury Swipes / Charm / Taunt,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Croagunk,,33,Anticipation,,,Taunt / Revenge / Sucker Punch / Poison Jab,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 328,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Silcoon,,32,Shed Skin,,,Tackle / Poison Sting / Harden,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Golbat,,32,Inner Focus,,,Screech / Poison Fang / Quick Guard / Air Cutter,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Glameow,,32,Own Tempo,,,Growl / Aerial Ace / Fury Swipes / Retaliate,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 329,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Beautifly,,31,Swarm,,,Stun Spore / Air Cutter / Leech Life / Attract,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Glameow,,33,Own Tempo,,,Aerial Ace / Charm / Taunt / Retaliate,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 330,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Glameow,,37,Own Tempo,,,Aerial Ace / Charm / Taunt / Slash,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 331,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Golbat,,36,Inner Focus,,,Poison Fang / Quick Guard / Air Cutter / Bite,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Silcoon,,34,Shed Skin,,,Tackle / Poison Sting / Harden,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 332,,Guitarist Arturo,,,,,,,,,,,,,,,,,
,Zubat,,16,Inner Focus,,,Absorb / Supersonic / Mean Look / Poison Fang,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Zubat,,16,Inner Focus,,,Absorb / Supersonic / Mean Look / Poison Fang,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 333,,Ruin Maniac Harry,,,,,,,,,,,,,,,,,
,Bronzor,,30,Heatproof,,,Confuse Ray / Payback / Gyro Ball / Safeguard,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 334,,Ruin Maniac Gerald,,,,,,,,,,,,,,,,,
,Geodude,,15,Rock Head,,,Defense Curl / Sandstorm / Rock Polish / Rollout,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Bronzor,,17,Levitate,,,Confuse Ray / Payback / Imprison / Gyro Ball,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 335,,Black Belt Miles,,,,,,,,,,,,,,,,,
,Machamp,,49,No Guard,,,Low Sweep / Knock Off / Dual Chop / Bulk Up,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 336,,Black Belt Kendal,,,,,,,,,,,,,,,,,
,Croagunk,,35,Anticipation,,,Mud-Slap / Revenge / Sucker Punch / Poison Jab,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 337,,Black Belt Eddie,,,,,,,,,,,,,,,,,
,Machoke,,52,No Guard,,,Leer / Revenge / Knock Off / Dual Chop,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Machamp,,58,No Guard,,,Knock Off / Dual Chop / Bulk Up / Dynamic Punch,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 338,,Black Belt Willie,,,,,,,,,,,,,,,,,
,Onix,,54,Rock Head,,,Sand Tomb / Dig / Iron Tail / Stone Edge,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Machamp,,56,No Guard,,,Knock Off / Dual Chop / Bulk Up / Dynamic Punch,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 339,,Lass Cassidy,,,,,,,,,,,,,,,,,
,Buneary,,17,Run Away,,,Pound / Defense Curl / Baby-Doll Eyes / Quick Attack,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 340,,Hiker Theodore,,,,,,,,,,,,,,,,,
,Onix,,15,Sturdy,,,Tackle / Harden / Bind / Smack Down,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Onix,,15,Rock Head,,,Tackle / Harden / Bind / Smack Down,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 341,,Hiker Damon,,,,,,,,,,,,,,,,,
,Zubat,,28,Inner Focus,,,Supersonic / Astonish / Poison Fang / Air Cutter,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Onix,,31,Rock Head,,,Smack Down / Curse / Screech / Sand Tomb,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Golbat,,31,Inner Focus,,,Absorb / Supersonic / Poison Fang / Air Cutter,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 342,,Hiker Maurice,,,,,,,,,,,,,,,,,
,Graveler,,30,Rock Head,,,Defense Curl / Rollout / Smack Down / Stealth Rock,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Machoke,,32,No Guard,,,Leer / Low Sweep / Knock Off / Strength,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 343,,Hiker Reginald,,,,,,,,,,,,,,,,,
,Geodude,,15,Rock Head,,,Defense Curl / Sandstorm / Rock Polish / Rollout,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Machop,,15,No Guard,,,Low Kick / Leer / Revenge / Low Sweep,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 344,,Hiker Lorenzo,,,,,,,,,,,,,,,,,
,Onix,,17,Sturdy,,,Bind / Rock Throw / Smack Down / Curse,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 345,,Picnicker Karina,,,,,,,,,,,,,,,,,
,Piplup,,14,Torrent,,,Pound / Growl / Water Gun / Charm,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 346,,Picnicker Summer,,,,,,,,,,,,,,,,,
,Staravia,,31,Intimidate,,,Growl / Quick Attack / Endeavor / Aerial Ace,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Cherrim,,31,Flower Gift,,,Morning Sun / Growth / Magical Leaf / Leech Seed,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 347,,Picnicker Tori,,,,,,,,,,,,,,,,,
,Silcoon,,15,Shed Skin,,,Tackle / String Shot / Poison Sting / Harden,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Beautifly,,15,Swarm,,,String Shot / Gust / Absorb / Stun Spore,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 348,,Picnicker Ana,,,,,,,,,,,,,,,,,
,Meditite,,17,Pure Power,,,Pound / Low Kick / Confusion / Force Palm,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 349,,Clown Lee,,,,,,,,,,,,,,,,,
